Table ID,Player Name,Rank,Score,Wonder ID,VP - Civilian,VP - Science,VP - Commerce,VP - Guild,VP - Coins,VP - Wonder,VP - Military (Victory),VP - Military (Defeat)
409353016,Dj Latt,2,55,3,21,0,3,14,7,10,3,-3
409353016,kennyhe1,3,55,14,10,0,8,17,2,3,15,0
409354153,kennyhe1,1,55,8,18,0,0,0,1,20,16,0
409354153,Felad,2,53,3,9,0,10,16,8,10,3,-3
409354153,Firost,3,44,12,20,0,0,5,7,10,5,-3
409334526,kennyhe1,1,51,12,21,9,4,7,5,5,4,-4
409334526,Kabotajoe,2,51,13,14,16,5,0,4,0,13,-1
409334526,Matikarka,3,46,7,20,9,0,6,2,3,10,-4
409311703,Lionceau,1,56,9,0,18,10,9,5,0,16,-2
409311703,kennyhe1,2,52,8,17,0,0,6,2,20,9,-2
409311703,RuthBe,3,50,3,27,17,0,7,2,0,1,-4
409001299,kennyhe1,1,60,11,18,0,3,13,1,7,18,0
409001299,TheGatekeeperRole,2,55,13,14,0,8,12,9,7,8,-3
409001299,fresiuccia,3,46,5,22,25,0,0,4,0,0,-5
409005535,sferjani,1,74,14,0,62,0,0,5,3,8,-4
409005535,Tony Million jr,2,59,8,21,0,4,15,3,20,1,-5
409005535,kennyhe1,3,59,11,21,0,0,11,2,7,18,0
408966022,e50005566,1,55,14,0,38,0,0,5,3,11,-2
408966022,kennyhe1,2,55,8,22,0,2,14,1,8,11,-3
408966022,Carqueduc,3,44,11,28,1,0,12,1,3,2,-3
408958689,kennyhe1,1,58,10,16,0,8,10,5,10,10,-1
408958689,LSWK,2,58,11,28,0,0,6,4,7,14,-1
408958689,chenyungshen,3,58,2,3,48,2,8,0,3,0,-6
408958517,kennyhe1,1,58,11,18,0,4,13,2,3,18,0
408958517,myunderwear,2,57,9,5,31,2,7,6,0,9,-3
408958517,guissmo,3,52,8,23,10,4,0,1,20,0,-6
408954171,kennyhe1,1,63,12,23,10,3,0,3,10,16,-2
408954171,CarinoBeam,2,53,8,14,0,0,10,2,20,9,-2
408954171,Azot,3,47,3,8,31,0,0,1,10,1,-4
408948168,kennyhe1,1,56,6,15,18,0,7,0,10,9,-3
408948168,BBence21,2,51,4,8,0,6,10,6,3,18,0
408948168,buddhaweiser,3,48,14,31,18,0,0,2,3,0,-6
408945515,yuren710,1,53,12,6,31,0,0,4,10,5,-3
408945515,guissmo,2,50,8,6,10,3,14,5,13,2,-3
408945515,kennyhe1,3,48,7,26,2,0,0,2,3,16,-1
408942792,Pâle-Neige,1,57,13,19,0,6,9,6,7,11,-1
408942792,kennyhe1,2,53,12,18,16,4,0,1,5,10,-1
408942792,mariie20,3,40,14,10,18,0,7,5,3,0,-3
408948080,kennyhe1,1,73,8,10,0,9,11,7,20,17,-1
408948080,LightieEma,2,61,12,18,33,0,0,0,10,5,-5
408948080,innamercs298,3,45,10,9,9,2,7,6,10,5,-3
408937937,kennyhe1,1,53,13,8,8,3,7,2,7,18,0
408937937,Jardamour,2,50,1,17,0,0,10,2,15,9,-3
408937937,mattatak,3,44,3,26,17,0,5,2,0,0,-6
408740019,Nipalonaj,1,50,13,28,10,4,8,3,0,0,-3
408740019,kennyhe1,2,47,11,11,1,4,7,3,3,18,0
408740019,ERAMNIA,3,46,8,7,13,0,7,2,20,0,-3
408740907,DereksDR,1,57,11,3,10,5,10,4,7,18,0
408740907,kennyhe1,2,53,14,15,25,2,0,2,3,9,-3
408740907,Palomo31,3,41,6,19,4,0,11,3,10,0,-6
408434029,kennyhe1,1,60,14,9,26,3,7,2,3,11,-1
408434029,doc94,2,57,9,33,26,0,0,2,0,0,-4
408434029,rflsantiago,3,50,4,12,0,3,10,3,10,13,-1
408437977,Hexapus,1,53,11,10,38,0,4,4,3,0,-6
408437977,kennyhe1,2,46,8,23,0,0,0,2,3,18,0
408437977,TheGatekeeperRole,3,43,10,21,0,0,11,0,5,9,-3
408430436,joy99,1,67,14,34,0,0,12,1,3,17,0
408430436,TheGatekeeperRole,2,56,9,4,38,3,11,6,0,0,-6
408430436,kennyhe1,3,52,12,8,21,3,0,3,10,9,-2
408102839,kennyhe1,1,53,11,22,0,3,12,2,7,8,-1
408102839,waltezers,2,51,10,3,21,0,8,4,5,13,-3
408102839,aichuu,3,46,14,15,21,5,0,5,3,1,-4
408102457,kennyhe1,1,66,11,20,0,2,16,6,7,15,0
408102457,waltezers,2,60,12,14,25,0,0,5,10,8,-2
408102457,Pavvo,3,59,9,13,36,3,7,5,0,0,-5
408108316,kennyhe1,1,64,7,15,0,9,7,5,10,18,0
408108316,rekuva10,2,46,6,19,16,0,6,8,3,0,-6
408108316,saniya,3,44,12,19,1,0,7,1,10,9,-3
407765057,kolosOK,1,55,12,3,16,4,7,5,10,13,-3
407765057,kennyhe1,2,55,9,27,25,2,0,3,0,2,-4
407765057,dishin,3,52,11,16,1,0,14,4,7,12,-2
407763216,Bergertr31,1,73,14,4,36,3,18,4,3,8,-3
407763216,kennyhe1,2,55,11,11,0,0,16,3,7,18,0
407763216,yuren710,3,51,10,43,0,0,0,3,10,0,-5
407765993,kennyhe1,1,62,11,32,0,2,0,4,7,17,0
407765993,romulorodrigues,2,59,13,4,31,0,17,0,0,9,-2
407765993,yuren710,3,50,10,19,10,5,6,6,10,0,-6
407047036,wongnickyyz,1,62,14,17,47,0,0,1,3,0,-6
407047036,kennyhe1,2,57,6,16,0,3,8,6,10,15,-1
407047036,Lax37,3,54,11,12,0,6,15,6,7,11,-3
407047036,Policescientist,4,51,10,18,0,4,8,3,10,10,-2
407044234,kennyhe1,1,61,12,17,0,2,14,2,10,16,0
407044234,wongnickyyz,2,53,8,6,38,0,0,1,8,3,-3
407044234,maplefinder,3,52,9,30,9,4,6,3,0,3,-3
407044234,Lax37,4,46,6,6,0,5,7,10,10,10,-2
407041033,Lax37,1,67,8,27,0,7,0,6,20,9,-2
407041033,kennyhe1,2,54,6,8,48,0,0,1,3,0,-6
407041033,Darth Vadhiyar,3,50,10,3,0,3,17,1,10,16,0
407041033,Gabi10463,4,44,7,14,2,0,0,11,10,9,-2
407040521,kennyhe1,1,60,12,24,13,2,9,2,10,4,-4
407040521,Drayton,2,57,14,9,31,0,0,3,3,13,-2
407040521,ShutUpMimsy,3,52,8,0,0,6,7,7,20,13,-1
407040521,Lax37,4,45,6,14,1,3,11,5,10,5,-4
407031689,Onclepey,1,56,11,13,0,0,16,5,7,15,0
407031689,kennyhe1,2,51,12,21,0,3,7,4,10,8,-2
407031689,diogene,3,48,13,9,38,0,0,1,0,3,-3
407031689,ShutUpMimsy,4,47,14,7,1,15,7,13,3,5,-4
406893771,Riddick Cool,1,73,9,10,55,0,8,6,0,0,-6
406893771,kennyhe1,2,53,10,26,0,4,0,1,10,13,-1
406893771,PapExpress,3,52,13,13,0,3,16,2,7,12,-1
406893771,Wagabut,4,41,4,4,0,9,4,7,10,10,-3
406883420,Goum,1,62,2,6,25,0,25,0,10,1,-5
406883420,fuchso16,2,52,7,10,20,0,0,8,10,8,-4
406883420,Scrabbleur,3,49,12,13,0,7,5,7,10,9,-2
406883420,kennyhe1,4,45,11,22,0,0,0,3,7,13,0
406877037,Von Richthofen,1,61,11,14,4,0,15,10,7,13,-2
406877037,Giolili_420,2,55,12,21,0,4,9,6,10,7,-2
406877037,kennyhe1,3,44,6,4,25,0,6,0,10,2,-3
406877037,Arnaud VdS,4,42,14,7,25,0,0,0,3,10,-3
406875984,kennyhe1,1,72,14,0,48,0,10,3,3,10,-2
406875984,syciciel,2,51,12,17,0,0,7,6,10,12,-1
406875984,Praxious,3,45,11,6,0,8,7,6,7,13,-2
406875984,MeowMeow99,4,42,10,26,0,3,4,5,10,0,-6
406654714,kennyhe1,1,67,11,24,0,0,14,4,7,18,0
406654714,Matété17,2,60,8,10,0,13,0,6,20,12,-1
406654714,vierbos,3,57,9,11,25,6,10,4,0,5,-4
406654714,Finding JLav,4,48,14,18,26,3,0,5,2,0,-6
406608691,gladiatore66,1,61,8,8,0,5,16,5,20,9,-2
406608691,Emilynote,2,56,14,5,48,0,0,6,3,0,-6
406608691,Franck28,3,52,12,21,0,6,0,6,10,11,-2
406608691,kennyhe1,4,51,6,19,0,0,7,1,10,15,-1
406401188,blackpandaBP,1,60,12,24,13,3,0,8,10,5,-3
406401188,kennyhe1,2,58,11,27,0,3,7,2,7,13,-1
406401188,lisaver,3,46,13,3,13,4,16,7,7,0,-4
406401188,winkyleeblinko,4,36,2,5,8,0,8,0,3,14,-2
406377883,1912,1,65,12,3,43,0,9,8,5,0,-3
406377883,DragonCv,2,49,13,25,0,7,5,2,0,12,-2
406377883,LordNaddo,3,45,11,0,1,7,16,6,7,10,-2
406377883,kennyhe1,4,42,10,26,0,0,6,0,5,7,-2
406366779,diogene,1,61,11,14,0,4,13,7,7,17,-1
406366779,jba123,2,60,14,8,33,3,12,6,3,0,-5
406366779,rocher suchaud,3,58,9,8,31,9,0,4,0,8,-2
406366779,kennyhe1,4,43,6,19,0,0,7,2,10,7,-2
406368167,PalW8aGuy,1,54,13,8,1,4,14,6,7,14,0
406368167,kennyhe1,2,54,9,12,26,0,0,2,0,15,-1
406368167,Giolili_420,3,49,12,28,0,8,0,9,10,0,-6
406368167,Kristi007,4,34,10,11,1,0,13,4,5,3,-3
400587334,aging_rhino,1,58,11,26,0,12,0,9,3,9,-1
400587334,nbrinkmann,2,53,1,8,0,3,7,6,15,14,0
400587334,cellocat17,3,51,7,7,21,0,7,1,10,8,-3
400587334,kennyhe1,4,48,9,9,31,0,11,2,0,0,-5
400574897,kennyhe1,1,60,10,12,0,1,17,2,10,18,0
400574897,cellocat17,2,58,8,18,0,4,12,4,20,3,-3
400574897,nbrinkmann,3,51,2,0,38,0,0,8,3,6,-4
400574897,aging_rhino,4,51,14,12,26,0,7,1,3,5,-3
399934218,kennyhe1,1,61,11,20,0,4,12,5,7,13,0
399934218,DeeperDive,2,53,10,3,33,5,0,9,2,5,-4
399934218,ProxiHTZ,3,49,13,20,5,3,12,2,7,4,-4
399934218,AnthoToe,4,37,9,14,10,0,7,0,0,8,-2
399933256,kennyhe1,1,64,8,22,0,8,0,6,20,10,-2
399933256,Arliben,2,53,9,19,34,2,0,3,0,0,-5
399933256,Papinho06110,3,51,13,4,0,0,21,3,7,17,-1
399933256,Jocibacsi,4,45,7,13,2,4,6,5,10,8,-3
399936694,Salsadip,1,71,8,5,0,12,9,9,20,16,0
399936694,7wonderkid,2,67,14,10,55,0,4,1,3,0,-6
399936694,k_mi,3,63,3,24,0,0,17,5,10,9,-2
399936694,kennyhe1,4,55,5,24,0,3,9,2,10,9,-2
399933723,Salsadip,1,60,12,0,40,3,0,7,10,5,-5
399933723,mog40,2,57,9,4,25,10,8,4,0,8,-2
399933723,Galeh,3,56,6,30,0,0,20,1,3,5,-3
399933723,kennyhe1,4,53,11,20,0,4,12,7,0,10,0
399936841,GeorgeKP,1,57,14,8,50,0,0,5,0,0,-6
399936841,brelette,2,57,12,10,16,0,10,1,10,12,-2
399936841,Galeh,3,53,10,16,0,4,12,1,10,12,-2
399936841,kennyhe1,4,51,6,16,0,3,4,8,10,12,-2
399926478,aandrew,1,58,12,17,0,4,13,10,10,6,-2
399926478,kennyhe1,2,50,7,16,10,7,0,2,3,13,-1
399926478,JohnyGangl61,3,36,2,24,1,0,0,1,3,10,-3
399926478,Clemi23,4,35,10,0,13,0,6,9,10,1,-4
399924236,douxday,1,59,12,21,9,0,13,2,10,5,-1
399924236,kennyhe1,2,51,3,21,0,0,9,6,10,5,0
399924236,RodrigoMuller,3,40,14,0,10,13,7,9,3,0,-2
399924236,JohnyGangl61,4,36,4,19,1,0,0,1,10,5,0
395964356,ddk8,1,56,14,16,31,0,0,3,3,6,-3
395964356,thewizardsbaker,2,52,13,12,9,6,12,8,7,3,-5
395964356,kennyhe1,3,49,8,9,0,5,8,1,13,13,0
395964356,AlexSokol,4,44,5,15,1,0,5,5,10,9,-1
395969635,dbskxoxo,1,58,14,13,38,4,0,3,3,1,-4
395969635,kennyhe1,2,54,6,28,1,0,7,1,10,8,-1
395969635,barnet48,3,53,8,3,0,7,7,8,20,9,-1
395969635,AlexSokol,4,48,12,14,9,0,0,5,10,13,-3
395968583,Nathaniel Su,1,50,11,14,0,8,5,6,7,10,0
395968583,AnGuSkimi,2,47,13,27,4,0,0,2,7,8,-1
395968583,babybel72,3,46,8,8,0,3,13,1,20,5,-4
395968583,kennyhe1,4,43,7,9,25,0,5,1,3,3,-3
395969781,Wongoo,1,65,8,6,48,0,4,5,8,0,-6
395969781,kennyhe1,2,58,14,34,1,4,6,2,3,9,-1
395969781,JB Strong,3,53,11,14,1,9,4,7,7,12,-1
395969781,lunog,4,52,10,3,0,3,24,3,10,10,-1
395930933,funic,1,1,13,29,1,6,10,1,0,17,0
395930933,Antuzzi96,1,1,3,7,0,4,10,5,3,18,0
395930933,Mamu184,1,1,12,0,55,3,6,7,10,0,-5
395930933,kennyhe1,4,0,8,19,0,0,0,5,13,0,-6
395924527,Mateamargo,1,65,10,5,0,6,18,8,10,18,0
395924527,kennyhe1,2,64,11,15,0,3,16,5,7,18,0
395924527,Jmz_Bton_30,3,62,9,0,55,2,8,3,0,0,-6
395924527,Rammimy,4,46,8,31,10,0,6,2,3,0,-6
395922985,Lorenzo il magnifico,1,55,8,10,0,4,6,4,20,13,-2
395922985,borophyll,2,53,10,24,0,3,7,3,10,7,-1
395922985,kennyhe1,3,51,12,7,38,0,7,2,0,0,-3
395922985,grisegrise22,4,32,6,12,0,6,2,2,10,2,-2
395922593,amoresdestiny,1,62,12,0,43,3,8,4,10,0,-6
395922593,kennyhe1,2,57,14,7,0,9,10,10,3,18,0
395922593,Mateamargo,3,56,10,29,0,0,0,4,5,18,0
395922593,kaminari_kokyu_98,4,50,9,12,16,2,23,3,0,0,-6
395928032,kennyhe1,1,67,14,14,55,0,0,1,3,0,-6
395928032,Mateamargo,2,52,10,12,0,4,9,5,10,13,-1
395928032,Pistacoppu,3,49,13,18,0,4,7,2,7,12,-1
395928032,Call 91Whine,4,47,8,3,0,4,7,6,20,10,-3
395920550,mm12000,1,65,14,0,55,3,8,2,3,0,-6
395920550,falaakr,2,61,12,18,0,8,0,7,10,18,0
395920550,kennyhe1,3,58,10,10,0,0,19,1,10,18,0
395920550,Call 91Whine,4,40,4,12,0,8,7,9,10,0,-6
395915988,Call 91Whine,1,67,14,9,55,0,0,2,3,3,-5
395915988,Mateamargo,2,65,12,6,0,6,16,9,10,18,0
395915988,kennyhe1,3,62,10,29,0,0,13,0,10,12,-2
395915988,Lorenzo il magnifico,4,43,9,9,18,6,7,5,0,3,-5
395876242,nbrinkmann,1,55,10,18,0,0,12,4,5,17,-1
395876242,cellocat17,2,50,14,12,33,0,0,1,3,5,-4
395876242,kennyhe1,3,48,9,24,10,7,7,2,0,1,-3
395876242,aging_rhino,4,34,4,4,0,3,0,10,10,9,-2
395860355,kennyhe1,1,63,11,24,0,7,6,5,3,18,0
395860355,aging_rhino,2,61,9,16,26,6,0,3,0,13,-3
395860355,cellocat17,3,55,8,13,0,0,19,3,20,4,-4
395860355,nbrinkmann,4,44,12,13,10,3,6,6,10,1,-5
395246304,Caleb21,1,61,9,3,55,0,0,0,0,4,-1
395246304,kennyhe1,2,55,8,6,0,9,4,5,20,12,-1
395246304,Melqart78,3,48,13,33,0,0,13,0,7,0,-5
395246304,MateusBT,4,35,4,8,0,0,0,8,10,10,-1
394961740,KingMamuty,1,64,14,4,62,0,0,1,3,0,-6
394961740,trisha419,2,58,10,9,0,5,21,10,0,14,-1
394961740,kennyhe1,3,56,6,27,0,3,0,4,10,14,-2
394961740,overtime2,4,53,11,15,1,8,15,2,7,7,-2
394589402,Aaron Metzger,1,70,11,15,0,10,9,11,7,18,0
394589402,kennyhe1,2,70,14,0,64,0,0,0,3,4,-1
394589402,wonder19,3,52,8,11,0,9,16,1,20,0,-5
394589402,Chloéreinedudesert,4,43,13,16,1,0,13,4,7,5,-3
394578799,babyrex,1,53,12,16,31,3,7,2,0,0,-6
394578799,AbahDom,2,48,9,10,18,4,0,7,0,10,-1
394578799,kennyhe1,3,48,10,11,0,0,15,0,10,12,0
394578799,Theseus84,4,44,11,21,0,2,6,5,7,5,-2
394579986,kennyhe1,1,58,8,16,0,0,15,2,13,13,-1
394579986,christof138,2,54,9,16,9,2,15,4,0,10,-2
394579986,Spelunk-Alex,3,51,11,8,0,11,0,15,7,13,-3
394579986,Chrysalis033,4,48,10,23,13,0,7,1,10,0,-6
394574954,pabzywabzy,1,64,12,6,0,5,22,6,10,16,-1
394574954,Chrysalis033,2,55,11,21,0,4,0,7,7,17,-1
394574954,christof138,3,54,9,24,25,4,0,6,0,0,-5
394574954,kennyhe1,4,51,6,6,28,0,7,2,10,2,-4
394570291,WeezyR,1,56,8,12,0,0,8,5,13,18,0
394570291,kennyhe1,2,55,12,29,9,0,6,2,5,8,-4
394570291,JohnDLucas,3,44,2,5,1,8,7,7,10,9,-3
394570291,kris1250,4,44,7,7,38,0,0,0,3,1,-5
394285469,JoelHot,1,59,12,22,0,3,14,7,10,5,-2
394285469,bala1808,2,59,9,4,26,3,13,6,0,10,-3
394285469,kennyhe1,3,49,8,18,0,0,5,5,20,4,-3
394285469,sushi2790,4,40,14,13,13,3,0,0,0,13,-2
394283464,JOAOELIMAR,1,65,14,5,55,0,8,0,3,0,-6
394283464,sferjani,2,60,13,27,0,0,15,4,7,9,-2
394283464,kennyhe1,3,57,10,23,0,5,8,4,10,9,-2
394283464,na_ya,4,52,11,6,0,7,8,8,7,16,0
394284122,BARRENNE,1,59,11,16,10,0,20,2,7,7,-3
394284122,Arkhamback,2,51,12,6,17,7,0,11,10,4,-4
394284122,kennyhe1,3,46,9,19,10,4,0,3,0,12,-2
394284122,Vincent 99,4,44,6,3,10,2,7,2,10,13,-3
393639726,Etos,1,55,4,21,0,0,7,4,10,13,0
393639726,kennyhe1,2,54,7,16,31,5,0,2,3,1,-4
393639726,fraflo,3,52,8,18,0,2,0,5,13,16,-2
393639726,merc6,4,44,3,0,13,0,22,1,10,1,-3
393585596,zelenac,1,59,8,19,0,0,13,1,20,8,-2
393585596,Gogeta1899,2,49,12,28,0,3,0,12,10,0,-4
393585596,SteBaldwin,3,49,11,5,0,6,6,9,7,16,0
393585596,kennyhe1,4,42,10,11,0,4,8,3,10,8,-2
393588304,YourMichael,1,66,14,10,55,0,0,3,3,0,-5
393588304,kennyhe1,2,65,12,24,0,0,17,2,10,13,-1
393588304,mammuthus,3,55,11,18,1,4,8,4,7,14,-1
393588304,OhhYeeeaaahhhhh,4,46,13,10,0,8,12,9,7,2,-2
393581890,witeken,1,54,11,19,0,7,14,3,7,6,-2
393581890,kennyhe1,2,50,14,9,21,1,9,2,2,8,-2
393581890,Coppercloud,3,44,13,11,0,0,7,7,7,13,-1
393581890,AirelNomad,4,36,10,23,1,3,0,2,5,5,-3
393575507,kennyhe1,1,68,12,23,0,3,8,6,10,18,0
393575507,Elm323,2,64,11,11,0,5,15,8,7,18,0
393575507,wc3old,3,51,13,11,31,0,7,1,7,0,-6
393575507,orus974,4,49,9,17,18,6,7,7,0,0,-6
393570815,shruti22,1,71,8,16,0,7,13,10,20,8,-3
393570815,scootingkaz,2,62,12,3,38,0,13,3,10,0,-5
393570815,Elm323,3,43,3,11,0,5,7,2,10,9,-1
393570815,kennyhe1,4,42,11,19,0,0,6,4,3,10,0
393571462,Ezekiel Lunarion,1,64,13,19,0,0,14,8,7,17,-1
393571462,alanlb29,2,56,14,12,43,3,0,1,3,0,-6
393571462,Elm323,3,51,11,3,0,10,10,5,7,17,-1
393571462,kennyhe1,4,47,12,26,0,2,7,4,10,2,-4
393562578,Andreika v 40greike,1,57,11,8,0,6,15,7,7,14,0
393562578,brandone 93,2,55,13,33,0,0,5,5,7,8,-3
393562578,kennyhe1,3,54,9,0,36,2,7,3,0,8,-2
393562578,kirame,4,44,14,0,36,3,0,5,3,1,-4
393560645,toutesos,1,58,9,18,10,7,16,1,0,8,-2
393560645,Miri1292,2,50,7,9,21,3,0,7,10,5,-5
393560645,kennyhe1,3,44,8,8,0,0,15,1,8,13,-1
393560645,JuJuJeux,4,38,10,16,8,0,0,3,5,10,-4
393567423,kennyhe1,1,64,8,16,0,4,11,0,20,14,-1
393567423,audinette97421,2,57,9,14,36,9,0,4,0,0,-6
393567423,AnniPehm,3,57,13,23,0,0,7,3,7,17,0
393567423,Tony Million jr,4,50,10,9,25,2,8,4,2,3,-3
393562150,kennyhe1,1,77,12,0,48,0,6,1,10,13,-1
393562150,Jack-the-Clerk,2,60,11,16,0,4,17,6,7,13,-3
393562150,zuhreey,3,55,10,22,0,6,6,3,10,10,-2
393562150,Arkhamback,4,53,6,19,13,3,5,9,10,0,-6
393554024,kennyhe1,1,77,6,11,48,0,8,3,3,8,-4
393554024,Elshyr,2,65,11,22,0,4,14,5,7,14,-1
393554024,Rebecca Shao,3,47,8,23,0,4,0,4,20,1,-5
393554024,markusb18,3,47,2,0,16,6,0,4,10,12,-1
393550291,kennyhe1,1,53,13,22,4,0,8,1,0,18,0
393550291,OJAnn,2,49,8,16,0,4,0,3,20,9,-3
393550291,Yuxuan-w,3,47,11,8,21,3,6,3,0,9,-3
393550291,Rebecca Shao,4,37,2,13,4,10,6,7,3,0,-6
393533183,vendia,1,58,8,12,0,5,9,1,20,12,-1
393533183,Aaron Metzger,2,54,13,15,0,0,19,6,7,10,-3
393533183,kennyhe1,3,53,9,26,18,5,7,3,0,0,-6
393533183,Zakzak2,4,51,12,0,0,7,6,16,10,13,-1
393532501,Ceiek36_OPM,1,58,14,8,48,0,0,5,3,0,-6
393532501,DJloul,2,56,12,18,0,9,0,8,10,12,-1
393532501,kennyhe1,3,53,6,18,0,3,13,2,10,9,-2
393532501,Syla5923,4,51,11,13,0,0,13,6,7,13,-1
393526058,RyanAndBryan,1,59,9,9,38,0,6,4,0,5,-3
393526058,kennyhe1,2,51,10,27,0,2,0,3,5,16,-2
393526058,lagrossemoulah,3,50,8,9,0,0,15,6,20,5,-5
393526058,Crambs,4,43,11,13,0,6,7,2,7,10,-2
393523825,AirPassPass,1,56,9,0,25,6,8,8,0,10,-1
393523825,kennyhe1,2,52,12,13,5,3,8,8,10,8,-3
393523825,Kidwolftk,3,52,11,20,0,5,8,4,7,9,-1
393523825,shika222,4,45,3,20,4,2,12,1,10,1,-5
392741933,Ray of House Fruit,1,61,10,5,43,0,0,5,0,10,-2
392741933,kennyhe1,2,61,1,26,0,0,16,1,8,11,-1
392741933,Nellie,3,47,11,19,0,7,13,5,7,0,-4
392741933,rrg78,3,47,5,12,10,0,0,5,10,11,-1
392744332,lalo_rules,1,49,10,13,9,0,0,6,5,17,-1
392744332,erljones,2,49,12,7,10,0,14,2,10,9,-3
392744332,kennyhe1,3,45,11,16,0,4,7,3,7,10,-2
392744332,Juanfalves,4,41,8,19,0,0,4,4,20,0,-6
392749540,rishii,1,59,4,10,0,4,15,2,10,18,0
392749540,Der Systemrelevante,2,57,3,8,38,0,0,0,0,12,-1
392749540,kennyhe1,3,45,13,25,0,0,6,6,7,5,-4
392749540,Malakattak,4,43,5,10,2,11,4,12,10,0,-6
392643038,kennyhe1,1,67,14,5,16,0,22,4,3,17,0
392643038,Varus512,2,48,9,25,1,15,0,8,0,1,-2
392643038,ChristopheTan,3,47,3,13,9,0,7,1,10,8,-1
392643038,leorio60,4,42,8,3,21,0,2,1,20,0,-5
392633310,VaLeHoK,1,53,14,11,0,7,20,10,3,5,-3
392633310,myldarg,2,51,8,26,5,0,0,1,3,17,-1
392633310,treelover23,3,49,11,9,1,6,8,6,7,14,-2
392633310,kennyhe1,4,48,6,8,31,3,0,2,10,0,-6
392620797,Lilyputian,1,59,4,19,0,9,7,9,10,8,-3
392620797,kennyhe1,2,56,12,10,38,0,0,3,10,0,-5
392620797,CobraJBH,3,54,6,18,0,4,7,5,10,12,-2
392620797,99BlueFlamingo99,4,51,3,13,2,4,8,0,10,15,-1
392401232,kennyhe1,1,65,12,24,0,3,16,3,10,11,-2
392401232,Pazema12,2,43,13,4,13,3,0,6,7,11,-1
392401232,thalytavaz,3,40,3,8,13,6,0,5,0,9,-1
392401232,kaminari_kokyu_98,4,37,11,18,16,3,0,2,3,0,-5
391722442,aging_rhino,1,64,3,20,0,4,19,4,10,9,-2
391722442,cellocat17,2,52,2,0,38,0,7,2,10,0,-5
391722442,nbrinkmann,3,51,14,3,13,4,6,6,2,17,0
391722442,kennyhe1,4,50,6,25,1,3,4,2,10,8,-3
391712535,nbrinkmann,1,60,11,4,13,6,5,7,7,18,0
391712535,cellocat17,2,57,12,17,26,0,6,3,10,0,-5
391712535,kennyhe1,3,48,7,22,0,7,7,4,3,7,-2
391712535,aging_rhino,4,44,13,11,0,4,12,6,7,8,-4
391475905,SonnyT,1,58,14,13,40,0,5,3,2,0,-5
391475905,kennyhe1,2,53,13,13,0,1,15,1,7,17,-1
391475905,amoresdestiny,3,47,10,21,0,0,9,2,10,8,-3
391475905,7w01,4,45,11,11,0,8,4,7,7,10,-2
391470263,kennyhe1,1,56,11,18,0,4,8,3,7,17,-1
391470263,cindib1976,2,55,14,37,1,3,10,1,3,4,-4
391470263,7w01,3,49,9,11,16,0,12,2,0,10,-2
391470263,hinokinging,4,41,3,0,21,0,5,5,10,5,-5
391421529,Cecilouve,1,58,14,0,43,4,0,4,3,8,-4
391421529,kennyhe1,2,57,9,13,16,1,4,6,0,17,0
391421529,KippigeAart,3,50,8,23,0,6,11,5,8,1,-4
391421529,Demacia1,4,46,13,18,2,3,9,1,7,8,-2
391428236,jamesmcd1983,1,73,9,0,48,7,0,7,0,13,-2
391428236,MariaQ99,2,51,11,23,1,5,13,7,7,0,-5
391428236,kennyhe1,3,49,10,23,0,4,0,3,5,14,0
391428236,xMorx,4,45,8,20,0,0,0,3,20,4,-2
390805524,acos-mori-ta,1,64,1,16,0,8,8,4,15,13,0
390805524,soka23,2,61,11,20,0,2,6,8,7,18,0
390805524,kennyhe1,3,58,9,20,26,6,7,4,0,0,-5
390805524,trisha419,4,53,12,0,26,5,12,6,10,0,-6
390808492,awcm,1,75,12,12,55,0,8,4,2,0,-6
390808492,Martsim2,2,54,14,12,1,5,15,2,3,17,-1
390808492,Rhuyan,3,52,9,18,4,4,10,5,0,12,-1
390808492,kennyhe1,4,36,10,13,0,5,7,2,10,2,-3
390803151,kennyhe1,1,57,14,28,0,4,10,0,3,13,-1
390803151,JoelHot,2,54,13,25,10,0,0,1,7,13,-2
390803151,Ni9htStar,3,50,3,0,36,0,6,7,3,3,-5
390803151,cagomega3,4,44,12,4,0,3,17,7,10,6,-3
390765866,kennyhe1,1,64,10,31,0,0,7,2,10,15,-1
390765866,oyyy_boy,2,47,13,13,5,2,4,4,7,13,-1
390765866,saltdevil,3,41,12,0,31,1,5,2,2,3,-3
390765866,ladygreycurls,4,38,2,15,1,3,11,2,10,1,-5
390767714,Robyuankenobi,1,72,12,0,62,0,0,6,10,0,-6
390767714,kennyhe1,2,55,11,9,0,4,13,5,7,17,0
390767714,bigdaddi951,3,54,10,20,0,4,1,2,10,17,0
390767714,Peter51104,4,53,1,28,0,3,7,4,15,0,-4
390752807,BARRENNE,1,56,12,0,26,4,12,7,10,1,-4
390752807,nyckl890,2,54,8,21,0,4,0,1,20,11,-3
390752807,Garga08,3,52,10,11,0,8,6,7,10,11,-1
390752807,kennyhe1,4,49,6,25,0,2,0,3,10,11,-2
390753005,Yvonism,1,71,11,27,0,0,17,2,7,18,0
390753005,kennyhe1,2,58,10,4,0,10,10,6,10,18,0
390753005,BARRENNE,3,53,9,8,31,10,0,10,0,0,-6
390753005,mikie150,4,38,14,15,25,0,0,1,3,0,-6
390746174,levlev123,1,61,8,15,0,5,8,8,20,7,-2
